occ1990,naics2,sh_change,sh_top12015,sh_top11980,top11980,top12015,sh_change_inc,over_inc,sh_change_pop,agg_inc1970,agg_inc1980,agg_inc1990,agg_inc2000,agg_inc2015,change,change_inc,change_pop,earn_res1970,earn_res1980,earn_res1990,earn_res2000,earn_res2015,inctot1970,inctot1980,inctot1990,inctot2000,inctot2015,num_top11970,num_top11980,num_top11990,num_top12000,num_top12015,pop1970,pop1980,pop1990,pop2000,pop2015,sh_top11970,sh_top11990,sh_top12000,top11970,top11990,top12000,us_change,us_change_inc,us_change_pop,us_inc1970,us_inc1980,us_inc1990,us_inc2000,us_inc2015,us_num_top11970,us_num_top11980,us_num_top11990,us_num_top12000,us_num_top12015,us_pop1970,us_pop1980,us_pop1990,us_pop2000,us_pop2015,xsh_top1,xsh_top1_90
"Personnel, HR, training, and labor relations specialists","54",.0047737,.0013556,.0003231,.0192555,.0173106,.0011645,-.0004563,.0016208,,2.99e+08,1.11e+09,5.35e+09,7.27e+09,1339,6.98e+09,79102,,.2281083,.3594702,.4650783,.3944319,,19182.40051,37178.42615,62326.44091,76829.08414,,300,626,2568,1639,,15580,29947,85859,94682,,.0005628,.0019947,,.0209036,.0299095,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0010325,.0007927
"Athletes, sports instructors, and officials","71",.0047594,.0019643,.00112,.0560345,.01945,.000857,-.0012647,.0021217,1.72e+08,2.92e+08,9.82e+08,3.00e+09,5.43e+09,1335,5.13e+09,103548,-.1396855,-.1991991,-.295777,-.3002986,-.4493504,7886.697248,15745.81358,25068.85035,38235.41965,44432.90989,500,1040,1405,2383,2375,21800,18560,39184,78370,122108,.0006844,.0012633,.001851,.0229358,.0358565,.030407,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008443,.0007011
"Supervisors and proprietors of sales jobs","81",.0047416,.0012985,.0002585,.0127253,.008041,.0017343,-.0018799,.0036142,,3.23e+08,6.81e+08,5.45e+09,1.07e+10,1330,1.04e+10,176390,,.1133078,.1575817,.094041,.0547551,,17150.64157,28563.19471,40722.7768,54865.21141,,240,189,1265,1570,,18860,23835,133927,195250,,.0001699,.0009826,,.0079295,.0094454,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0010401,.0011286
"Supervisors and proprietors of sales jobs","51",.0045741,.0010942,.0000431,.0070423,.017047,.0011367,-.0003372,.0014738,,1.10e+08,4.22e+08,8.18e+08,6.92e+09,1283,6.81e+09,71929,,.1084592,.252439,.210447,.3348366,,19281.60211,35365.15027,43612.31461,89144.02568,,40,61,99,1323,,5680,11945,18760,77609,,.0000548,.0000769,,.0051067,.0052772,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0010511,.0010394
"Bank tellers","52",.0044208,.0014722,.0005815,.0011012,.004558,.0014579,.003504,-.002046,1.04e+09,3.52e+09,5.70e+09,6.42e+09,1.23e+10,1240,8.73e+09,-99854,.1175493,.0434387,-.0211294,-.0405311,.0877436,4270.903491,7181.501081,11906.78131,16368.01846,31380.48206,200,540,182,105,1780,243500,490380,478657,392480,390526,.0002737,.0001636,.0000816,.0008214,.0003802,.0002675,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008907,.0013086
"Writers and authors","51",.0043708,.0012787,.0003446,.0930233,.0489055,.0004765,-.0001007,.0005772,1.41e+07,7.16e+07,4.53e+08,9.67e+08,2.93e+09,1226,2.85e+09,28172,.6115443,.0297553,.0840595,-.0825025,-.0458479,17637.5,20828.19767,47942.96624,55418.58474,92566.20758,100,320,936,825,1546,800,3440,9450,17454,31612,.0001369,.0008416,.0006408,.125,.0990476,.0472671,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0009341,.0004371
"Physical scientists, n.e.c.","31-33",.0043423,.001057,.0000646,.0967742,.0346981,.0007296,-.0000124,.000742,905000,1.90e+07,5.10e+07,1.87e+09,4.39e+09,1218,4.37e+09,36212,.2901334,.5363628,.2189271,.2928511,.3871769,9050,30701.12903,40413.93508,73902.6713,119170.0418,0,60,0,422,1278,100,620,1263,25300,36832,0,0,.0003278,0,0,.0166798,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0009924,.001057
"Primary school teachers","61",.0043388,.0024126,.0018308,.0007556,.0008692,.0226295,-.0000391,.0226685,8.99e+09,2.94e+10,7.21e+10,1.08e+11,1.65e+11,1217,1.36e+11,1106317,.0096636,-.0804797,-.165626,-.1626335,-.2024915,6567.756668,13076.60275,24675.82827,35583.12553,49155.68984,1700,1700,1323,1659,2917,1368500,2249820,2920414,3022864,3356137,.0023269,.0011895,.0012886,.0012422,.000453,.0005488,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0005818,.0012231
"Managers and administrators, n.e.c.","22",.0043245,.0025416,.0020031,.0353747,.0258581,.0021873,.0008296,.0013577,4.69e+08,1.44e+09,4.48e+09,5.87e+09,1.45e+10,1213,1.31e+10,66261,.2620026,.3570764,.4381148,.4813325,.6003695,13125.21008,27387.62457,50423.60116,78096.69997,122367.8706,1300,1860,2087,1773,3073,35700,52580,88850,75183,118841,.0017794,.0018764,.0013772,.0364146,.023489,.0235825,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0005386,.0006652
"Supervisors of construction work","21",.0042924,.0010289,.0000431,.011236,.0187121,.0011202,-.0001691,.0012893,,9.13e+07,6.86e+07,1.93e+09,6.80e+09,1204,6.71e+09,62921,,.4094464,.4698088,.4080541,.7759838,,25639.88764,44424.18005,55636.83344,102306.1635,,40,44,219,1244,,3560,1544,34618,66481,,.0000396,.0001701,,.0284974,.0063262,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0009858,.0009893
"Medical scientists","31-33",.004271,.0010405,.0000646,.0357143,.0549417,.0005307,.0000959,.0004347,,4.33e+07,1.11e+08,9.11e+08,3.22e+09,1198,3.18e+09,21217,,.3078275,.3243085,.3037719,.536015,,25780.59524,47095.61205,80807.50842,140722.5182,,60,0,352,1258,,1680,2356,11278,22897,,0,.0002734,,0,.0312112,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0009759,.0010405
"Computer software developers","44-45",.0040714,.0009445,0,0,.0186449,.0010373,-.0000386,.0010759,3.92e+07,1.35e+08,9.25e+08,5.99e+09,6.35e+09,1142,6.21e+09,52510,.13485,.2216311,.2298539,.3425316,.4979089,8350,15438.94737,31288.02527,62477.15242,103648.3183,0,0,123,1228,1142,4700,8740,29556,95849,61250,0,.0001106,.0009539,0,.0041616,.0128118,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0009445,.0008339
"Chemical engineers","31-33",.0040357,.0013498,.0005385,.0111807,.0272572,.0009081,.0005976,.0003105,6.20e+08,1.22e+09,2.50e+09,3.72e+09,6.66e+09,1132,5.44e+09,15154,.2140708,.3228543,.3447801,.3594095,.5269905,14767.2619,27368.33855,48676.15646,71094.96119,111288.9655,900,500,482,545,1632,42000,44720,51343,52283,59874,.0012319,.0004334,.0004233,.0214286,.0093878,.010424,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008113,.0009164
"Not-elsewhere-classified engineers","31-33",.0039787,.0015516,.0008185,.0082162,.0099395,.0027637,.0007917,.001972,1.08e+09,2.28e+09,4.56e+09,8.33e+09,1.88e+10,1116,1.66e+10,96241,.2021672,.2581158,.2719569,.2919393,.3746596,12808.37292,24664.17514,42853.17845,66947.75519,99800.93175,500,760,456,1411,1876,84200,92500,106462,124391,188741,.0006844,.00041,.001096,.0059382,.0042832,.0113433,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007331,.0011416
"Managers and administrators, n.e.c.","51",.0039787,.0057035,.0062246,.0377877,.0316881,.0029935,.0016686,.0013249,1.45e+09,3.69e+09,1.01e+10,1.62e+10,2.16e+10,1116,1.79e+10,64661,.3414794,.4076574,.4932179,.4952121,.3989378,13357.7135,24118.51464,46851.44907,71275.81074,99350.95241,5400,5780,8105,7710,6896,108900,152960,215001,227256,217621,.0073912,.0072873,.0059888,.0495868,.0376975,.0339265,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,-.000521,-.0015838
"Accountants and auditors","53",.0037897,.0009784,.0001292,.0101695,.0192176,.0007248,-.0002948,.0010195,4.30e+07,2.00e+08,1.21e+09,1.93e+09,4.54e+09,1063,4.34e+09,49758,.2221965,.1961707,.2913821,.2242349,.2467756,11015.38462,16977.89831,31911.9935,48186.00863,73780.30157,100,120,334,542,1183,3900,11800,37981,40071,61558,.0001369,.0003003,.000421,.025641,.0087939,.013526,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008492,.0006781
"Accountants and auditors","51",.003615,.0009048,.0000862,.0058997,.0323975,.0004406,.0000266,.0004141,1.12e+08,2.52e+08,9.87e+08,1.95e+09,2.89e+09,1014,2.64e+09,20208,.2262054,.3571295,.3510169,.2463047,.3067252,9375.210084,18558.62094,33777.97085,51150.06068,85616.83544,0,80,232,400,1094,11900,13560,29230,38069,33768,0,.0002086,.0003107,0,.0079371,.0105072,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008187,.0006962
"Nursing aides, orderlies, and attendants","62",.0036115,.0024754,.0021323,.0017614,.0010344,.0096759,-.0265762,.0362521,2.16e+09,7.77e+09,1.91e+10,3.02e+10,6.57e+10,1013,5.80e+10,1769248,-.1496919,-.1574872,-.1870519,-.1876287,-.2444321,3234.30093,6911.460876,12885.78797,18402.77278,22717.14623,0,1980,3061,4131,2993,666600,1124120,1478537,1643085,2893368,0,.0027522,.0032088,0,.0020703,.0025142,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0003432,-.0002767
"Dental hygenists","62",.003583,.0008312,0,0,.0058109,.0014204,-.0011976,.002618,9.37e+07,4.79e+08,1.55e+09,3.79e+09,8.99e+09,1005,8.51e+09,127770,.455476,.2673877,.2091639,.2200499,.2435728,6416.09589,10593.69854,21877.14538,34415.64333,51964.3171,100,0,62,57,1005,14600,45180,70741,110034,172950,.0001369,.0000557,.0000443,.0068493,.0008764,.000518,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008312,.0007755
"Personnel, HR, training, and labor relations specialists","52",.003583,.0010628,.0003015,.010167,.0157948,.0009711,-.0001316,.0011027,,4.62e+08,1.27e+09,3.56e+09,6.28e+09,1005,5.82e+09,53816,,.4101773,.4301256,.4289631,.4635873,,16776.46333,30215.43364,48689.47401,77176.51774,,280,295,938,1285,,27540,41883,73211,81356,,.0002652,.0007286,,.0070434,.0128123,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007613,.0007976
"Vocational and educational counselors","62",.0035616,.0008428,.0000215,.001046,.002837,.0023482,-.0046199,.006968,2.71e+07,2.32e+08,7.46e+08,5.70e+09,1.43e+10,999,1.41e+10,340068,-.0180331,-.12456,-.1383019,-.2761258,-.3391749,8453.125,12141.67887,23304.29801,28319.82014,39806.38111,0,20,69,307,1019,3200,19120,32026,201406,359188,0,.000062,.0002385,0,.0021545,.0015243,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008213,.0007808
"Managers and specialists in marketing, advertising, and public relations","62",.0035402,.0008709,.0000646,.0057143,.0184831,.0006783,-.0002739,.0009522,3.11e+07,1.66e+08,7.69e+08,2.16e+09,4.23e+09,993,4.06e+09,46471,.177203,.1479783,.2087797,.2526479,.2580175,9717.1875,15816.93333,32248.02647,49509.98662,74235.52065,100,60,251,394,1053,3200,10500,23836,43643,56971,.0001369,.0002257,.000306,.03125,.0105303,.0090278,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0008063,.0006452
"Computer systems analysts and computer scientists","31-33",.0035223,.000966,.0001938,.0029259,.0054297,.0026939,-.0004533,.0031471,4.02e+08,1.44e+09,5.12e+09,1.29e+10,1.76e+10,988,1.61e+10,153592,.3007313,.3375735,.388728,.3429486,.3474046,12266.0061,23424.04584,42261.08019,54405.45063,81713.72918,100,180,398,1125,1168,32800,61520,121257,236558,215112,.0001369,.0003578,.0008739,.0030488,.0032823,.0047557,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007722,.0006082
"Financial managers","31-33",.0035116,.0026177,.0023477,.0311518,.0472656,.0010497,.0011115,-.0000618,3.99e+08,1.99e+09,3.69e+09,7.45e+09,8.27e+09,985,6.29e+09,-3018,.3314659,.4126312,.4887218,.5163811,.5438337,14399.63899,28366.11318,53787.37546,83242.96706,123546.1227,1300,2180,2386,4453,3165,27700,69980,68611,89502,66962,.0017794,.0021453,.0034589,.0469314,.0347758,.0497531,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.00027,.0004724
"Actors, directors, producers","51",.0034653,.0029543,.0028,.0547368,.0316965,.0014788,.000143,.0013358,5.72e+07,9.17e+08,2.96e+09,5.37e+09,9.78e+09,972.0002,8.86e+09,65194,.0543207,.0225491,.0716709,.1821049,.1837663,9225.806452,19304.18526,38180.79679,60843.44854,86740.4351,200,2600,3596,3691,3572,6200,47500,77491,88210,112694,.0002737,.0032332,.002867,.0322581,.0464054,.0418433,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0001544,-.0002789
"Economists, market researchers, and survey researchers","54",.0033833,.0011984,.0005385,.0340136,.0164297,.0010852,-.0004207,.0015059,1.40e+08,3.54e+08,1.25e+09,1.58e+09,6.85e+09,949,6.50e+09,73494,.3128142,.2231307,.2360917,.2235744,.1774851,17301.85185,24090.61905,44906.69993,68387.26567,77719.17636,700,500,1146,730,1449,8100,14700,27830,23126,88194,.0009581,.0010304,.000567,.0864198,.0411786,.0315662,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.00066,.0001681
"Personnel, HR, training, and labor relations specialists","31-33",.0033512,.0013399,.0007323,.0090305,.0174443,.0009647,.0006048,.0003599,,1.58e+09,2.56e+09,5.87e+09,7.36e+09,939.9999,5.78e+09,17567,,.3460597,.4072585,.3996041,.4386871,,20957.28021,35688.77045,49504.80235,79219.90162,,680,462,869,1620,,75300,71855,118477,92867,,.0004154,.000675,,.0064296,.0073348,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006076,.0009245
"Insurance adjusters, examiners, and investigators","52",.0032942,.0011447,.0004954,.0028746,.0024082,.0042557,-.0042414,.0084971,7.73e+08,2.11e+09,7.87e+09,1.67e+10,2.76e+10,924,2.55e+10,414691,.1020061,.2166785,.3091349,.2226863,.193392,8297.798067,13191.23547,23462.84954,34059.53617,48029.01927,200,460,809.0001,948,1384,93100,160020,335505,491540,574711,.0002737,.0007274,.0007364,.0021482,.0024113,.0019286,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006493,.0004173
"Customer service reps, investigators and adjusters, except insurance","52",.0032728,.0009081,.0001938,.0035033,.0030224,.0022669,-.004124,.006391,2.70e+08,5.52e+08,3.50e+09,1.16e+10,1.41e+10,918,1.36e+10,311906,.2080014,.2297376,.2353858,.1961179,.1495177,7020.25974,10738.5325,18578.07555,26494.28501,38897.78056,300,180,533,881,1098,38500,51380,188469,438183,363286,.0004106,.0004792,.0006843,.0077922,.0028281,.0020106,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007143,.0004289
"Inspectors and compliance officers, outside construction","31-33",.0032692,.000775,.0000215,.0035587,.0384489,.0003948,.0000106,.0003842,,1.07e+08,1.72e+08,4.64e+08,2.47e+09,916.9999,2.36e+09,18750,,.2805758,.2816228,.4266181,.5055584,,19058.29181,32929.9518,61835.78575,101427.9836,,20,0,51,936.9999,,5620,5228,7496,24370,,0,.0000396,,0,.0068036,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007534,.000775
"Management support occupations","54",.0031801,.0007378,0,0,.0193959,.0007002,-.0002196,.0009198,,2.29e+07,5.91e+08,1.07e+09,4.22e+09,892,4.19e+09,44889,,.1577769,.3421245,.3729837,.3022402,,20843.09091,22898.84828,54632.40278,91694.52147,,0,42,113,892,,1100,25804,19579,45989,,.0000378,.0000878,,.0016277,.0057715,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007378,.0007
"Financial managers","53",.0031124,.0008875,.0002154,.0555556,.0721393,.0003228,.0000918,.000231,2.06e+07,1.00e+08,5.62e+08,8.24e+08,2.03e+09,873,1.93e+09,11274,.6701602,.4411006,.457401,.4973833,.5992777,20565,27901.61111,48502.66865,76784.18851,136743.7681,100,200,502,541,1073,1000,3600,11583,10726,14874,.0001369,.0004514,.0004202,.1,.0433394,.0504382,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006721,.0004361
"Business and promotion agents","71",.0030838,.0007154,0,0,.0432478,.0002428,-.0001469,.0003897,,1.54e+07,9.05e+07,9.01e+08,1.47e+09,865,1.45e+09,19021,,.1458319,.0233584,.0738987,-.0154025,,15707.7551,30830.37466,55946.63545,73492.39803,,0,31,841,865,,980,2936,16105,20001,,.0000279,.0006533,,.0105586,.0522198,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0007154,.0006876
"Musician or composer","71",.0030803,.0008635,.0001938,.0365854,.0101526,.0007478,-.0012584,.0020062,1.18e+07,6.77e+07,2.88e+08,2.50e+09,4.55e+09,864,4.48e+09,97911,-.4536567,-.4082775,-.515305,-.4504215,-.6142845,6218.421053,13750.58943,26031.83282,37195.72621,44221.69058,0,180,349,737,1044,1900,4920,11054,67081,102831,0,.0003138,.0005725,0,.0315723,.0109867,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006696,.0005497
"Chemists","54",.0030232,.000751,.0000646,.0048465,.059855,.0002008,.0001436,.0000572,1.33e+08,2.70e+08,1.04e+09,1.02e+09,1.47e+09,848,1.20e+09,2790,.1327746,.1195426,.0115425,.0260801,.2650179,12833.65385,21779.56381,35738.70923,50089.65361,97059.25939,100,60,261,42,908,10400,12380,29229,20457,15170,.0001369,.0002347,.0000326,.0096154,.0089295,.0020531,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006864,.0005163
"Inspectors and compliance officers, outside construction","52",.0029947,.0007113,.0000215,.0037175,.0161748,.0008225,-.0001567,.0009792,,9.00e+07,2.62e+08,1.24e+09,5.02e+09,839.9999,4.93e+09,47789,,.1603641,.2995882,.3976943,.4707264,,16722.99257,32102.73675,55690.29853,94352.50106,,20,151,365,859.9999,,5380,8152,22323,53169,,.0001358,.0002835,,.0185231,.0163508,280495,5.99e+12,4.88e+07,,1.28e+12,2.74e+12,4.59e+12,7.27e+12,,928580,1112210,1287406,1209075,,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006897,.0005755
"Editors and reporters","51",.0028343,.0014019,.0009692,.0096031,.0110345,.001289,.0000619,.0012271,6.01e+08,1.48e+09,3.70e+09,6.70e+09,9.20e+09,795.0001,7.72e+09,59889,-.047796,-.0689333,-.0211084,-.0382596,-.0712485,9140.487062,15809.09838,30190.6521,45006.03461,59912.43725,900,900,1541,1789,1695,65700,93720,122506,148849,153609,.0012319,.0013855,.0013896,.0136986,.012579,.0120189,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0004327,.0000164
"Financial managers","48-49",.0027844,.0007617,.0001508,.0207715,.0745628,.0001971,.0000821,.000115,3.35e+07,1.71e+08,4.50e+08,8.80e+08,1.35e+09,781,1.18e+09,5612,.3370114,.356309,.4472907,.4305643,.4155064,14545.65217,25363.44214,43927.28298,64449.02277,109415.8646,0,140,256,240,921,2300,6740,10241,13661,12352,0,.0002302,.0001864,0,.0249976,.0175683,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.000611,.0005316
"Computer systems analysts and computer scientists","51",.0027238,.0006484,.0000215,.0034364,.0048381,.0019493,-.0012518,.0032011,2.28e+07,1.36e+08,6.72e+08,5.67e+09,1.18e+10,764,1.17e+10,156226,.3826564,.4944222,.4991705,.372609,.2597648,10838.09524,23361.23711,43179.15759,52743.7394,72896.0052,0,20,0,738,784,2100,5820,15572,107461,162046,0,0,.0005732,0,0,.0068676,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0006269,.0006484
"Lawyers ","44-45",.0027131,.0007783,.0001938,.1216216,.1710287,.0002094,.000127,.0000824,1.09e+07,4.92e+07,1.61e+08,3.83e+08,1.30e+09,761,1.25e+09,4022,.2379693,.4606715,.4789015,.5820373,.8996801,18133.33333,33220.67568,73397.29267,122184.3158,236885.9527,100,180,176,402,941,600,1480,2197,3135,5502,.0001369,.0001582,.0003123,.1666667,.0801092,.1282297,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0005844,.00062
"Cooks, variously defined","72",.0026311,.0015367,.0012061,.0013715,.0007581,.0079507,-.0255375,.0334883,1.55e+09,5.25e+09,1.38e+10,2.87e+10,5.29e+10,738,4.76e+10,1634364,-.3097416,-.3779247,-.3774264,-.2848913,-.3160234,3791.685063,6430.292058,10598.36771,17429.54219,21573.76296,500,1120,1572,2952,1858,407700,816620,1299234,1645921,2450984,.0006844,.0014134,.002293,.0012264,.0012099,.0017935,280495,5.99e+12,4.88e+07,5.14e+11,1.28e+12,2.74e+12,4.59e+12,7.27e+12,730600,928580,1112210,1287406,1209075,7.32e+07,9.33e+07,1.11e+08,1.24e+08,1.42e+08,.0003306,.0001233
